-1.201790358430474996e-04,5.659967749641183214e-07,3.399165168765179348e-06,-1.427863739343332959e-02,-7.397928336834000049e-05
-1.224304662150914943e-04,5.860013452264657876e-07,3.309952139413013893e-06,-1.446462931248443558e-02,-7.627413836192144323e-05
-1.245353933408954717e-04,6.057011532625097289e-07,3.276627441237746492e-06,-1.463274394946126322e-02,-7.858767818608197080e-05
-1.265073081831135911e-04,6.251453013341044802e-07,3.291611399612289113e-06,-1.478464535386657223e-02,-8.091865704162332508e-05
-1.283586071689428562e-04,6.443782602543043228e-07,3.347983488039998371e-06,-1.492185577355034827e-02,-8.326586911777496464e-05
-1.301006441110411603e-04,6.634400988827066415e-07,3.439498038498831399e-06,-1.504576428697506837e-02,-8.562819471827575162e-05
-1.317437861495495408e-04,6.823664075006027496e-07,3.560560942381108747e-06,-1.515763590861969601e-02,-8.800457551736253284e-05
-1.332974790650624081e-04,7.011886004120052938e-07,3.706199545106447184e-06,-1.525862079256616426e-02,-9.039402542230357386e-05
-1.347703136655918307e-04,7.199342135041319855e-07,3.872022928635566619e-06,-1.534976327424131433e-02,-9.279563195572572735e-05
-1.361700917786738457e-04,7.386272221244278414e-07,4.054177332084279368e-06,-1.543201057824827860e-02,-9.520855488742307907e-05
-1.374294168837652218e-04,7.544464173162504003e-07,4.235443915112023801e-06,-1.550627623207908624e-02,-9.721379050791590054e-05
-1.387005492113463335e-04,7.726266207835742167e-07,4.445778094023955161e-06,-1.557320614865997238e-02,-9.959134266709775650e-05
-1.399206864762498703e-04,7.911864600474648172e-07,4.662481458365770121e-06,-1.563358419216626105e-02,-1.020261479797146249e-04
-1.410924811624784286e-04,8.098242920706989679e-07,4.882525412945352839e-06,-1.568804773170150504e-02,-1.044759956629034753e-04
-1.422205735310608633e-04,8.285026296870479002e-07,5.104863564868791950e-06,-1.573717075991712053e-02,-1.069347800420854114e-04
-1.433092451799468944e-04,8.472205649642668268e-07,5.328515799469697689e-06,-1.578147225226619876e-02,-1.094012749866544646e-04
-1.443623704308882318e-04,8.659823948443421667e-07,5.552493435272809617e-06,-1.582142133794859837e-02,-1.118749453098324124e-04
-1.453834511871791304e-04,8.847928160349146664e-07,5.775872592732361352e-06,-1.585744196023956137e-02,-1.143553837754614412e-04
-1.463756517030450114e-04,9.036560188134026038e-07,5.997837456727709631e-06,-1.588991713188385446e-02,-1.168422326642817248e-04
-1.473418304159732875e-04,9.225754864601049919e-07,6.217694727396158819e-06,-1.591919281333804143e-02,-1.193351703179682471e-04
-1.482845689551163019e-04,9.415539769228290890e-07,6.434872341426728784e-06,-1.594558144109152822e-02,-1.218339066325074561e-04
-1.492061985321613943e-04,9.605935692507984390e-07,6.648910811613480052e-06,-1.596936513313018322e-02,-1.243381799820331168e-04
-1.501088239172078496e-04,9.796957344180691001e-07,6.859451636783601649e-06,-1.599079859775063076e-02,-1.268477545455824827e-04
-1.509943451937857174e-04,9.988614125930213972e-07,7.066225028685534200e-06,-1.601011177070126718e-02,-1.293624178842416950e-04
-1.518644774804572806e-04,1.018091088577403205e-06,7.269038039780483064e-06,-1.602751220417851508e-02,-1.318819787295572314e-04
-1.527207687935822230e-04,1.037384861678926811e-06,7.467763576477971273e-06,-1.604318722965604113e-02,-1.344062649683521642e-04
-1.535646162166962633e-04,1.056742509109843147e-06,7.662330477123157545e-06,-1.605730591493415363e-02,-1.369351218065902075e-04
-1.543972805286562052e-04,1.076163541824870704e-06,7.852714681524991449e-06,-1.607002083422503363e-02,-1.394684101007204050e-04
-1.552198994317983331e-04,1.095647253852145355e-06,8.038931446496191217e-06,-1.608146966856428828e-02,-1.420060048417853609e-04
-1.560334995097082289e-04,1.115192765255459042e-06,8.221028529125034114e-06,-1.609177665238542554e-02,-1.445477937816037038e-04
-1.568390070333894760e-04,1.134799059059388019e-06,8.399080248013294294e-06,-1.610105388072369595e-02,-1.470936761866698580e-04
-1.576372577243980789e-04,1.154465013331067012e-06,8.573182332547098791e-06,-1.610940249023493087e-02,-1.496435617114434756e-04
-1.584290055739481470e-04,1.174189428520558389e-06,8.743447473298478903e-06,-1.611691372602720718e-02,-1.521973693782841376e-04
-1.592149308076549357e-04,1.193971050791867744e-06,8.910001493610015811e-06,-1.612366990520658697e-02,-1.547550266560382079e-04
-1.599956470782154885e-04,1.213808591861504147e-06,9.072980069246830282e-06,-1.612974528703016441e-02,-1.573164686272579126e-04
-1.607717079595139117e-04,1.233700745587725026e-06,9.232525929994828812e-06,-1.613520685863728543e-02,-1.598816372360970699e-04
-1.615436128100295225e-04,1.253646202061781570e-06,9.388786484381102460e-06,-1.614011504448571721e-02,-1.624504806096502133e-04
-1.623118120658757237e-04,1.273643659086185232e-06,9.541911814277484545e-06,-1.614452434685189133e-02,-1.650229524455931176e-04
-1.630767120190500924e-04,1.293691831794254017e-06,9.692052992878732808e-06,-1.614848392405424798e-02,-1.675990114597321356e-04
-1.638386791303878573e-04,1.313789460348115202e-06,9.839360684016038863e-06,-1.615203811242394566e-02,-1.701786208875003990e-04
-1.645980439225233996e-04,1.333935316198464102e-06,9.983983986203611233e-06,-1.615522689746991952e-02,-1.727617480351235977e-04
-1.653551044934873271e-04,1.354128206949292396e-06,1.012606948857533250e-05,-1.615808633916297407e-02,-1.753483638745252399e-04
-1.661101296879007657e-04,1.374366980107835124e-06,1.026576051010084874e-05,-1.616064895578910379e-02,-1.779384426782338214e-04
-1.668633619588798386e-04,1.394650525891758785e-06,1.040319649671770433e-05,-1.616294407039411615e-02,-1.805319616907443965e-04
-1.676150199508355261e-04,1.414977779159612955e-06,1.053851255404234698e-05,-1.616499812345261952e-02,-1.831289008321318565e-04
-1.683653008302672910e-04,1.435347720697056168e-06,1.067183909616767566e-05,-1.616683495504369489e-02,-1.857292424312037842e-04
-1.691143823890880256e-04,1.455759377826483528e-06,1.080330159333931180e-05,-1.616847605949800135e-02,-1.883329709847943439e-04
-1.698624249426067452e-04,1.476211824631335221e-06,1.093302040358826669e-05,-1.616994081519365287e-02,-1.909400729414145845e-04
-1.706095730421852967e-04,1.496704181683650696e-06,1.106111067513235794e-05,-1.617124669191891129e-02,-1.935505365060527885e-04
-1.713559570206005592e-04,1.517235615477394096e-06,1.118768230818776967e-05,-1.617240943798532379e-02,-1.961643514646714949e-04
-1.721016943864147935e-04,1.537805337579658848e-06,1.131283996623149734e-05,-1.617344324906272446e-02,-1.987815090260200174e-04
-1.728468910820779082e-04,1.558412603552909500e-06,1.143668312803162727e-05,-1.617436092051651245e-02,-2.014020016790714536e-04
-1.735916426190294807e-04,1.579056711711471716e-06,1.155930617308281681e-05,-1.617517398485436575e-02,-2.040258230650743873e-04
-1.743360351018317662e-04,1.599737001739228077e-06,1.168079849385976086e-05,-1.617589283573355255e-02,-2.066529678616723579e-04
-1.750801461520731209e-04,1.620452853227295317e-06,1.180124462950235384e-05,-1.617652683983901094e-02,-2.092834316796943455e-04
-1.758240457419198708e-04,1.641203684106734279e-06,1.192072441593937924e-05,-1.617708443781473715e-02,-2.119172109691187453e-04
-1.765677969460719386e-04,1.661988949072583068e-06,1.203931314852628097e-05,-1.617757323531637814e-02,-2.145543029351251112e-04
-1.773114566200444662e-04,1.682808137950403562e-06,1.215708175368868037e-05,-1.617800008514864996e-02,-2.171947054623157424e-04
-1.780550760121256458e-04,1.703660774089212367e-06,1.227409696657156528e-05,-1.617837116135775744e-02,-2.198384170465624368e-04
-1.787987013152654147e-04,1.724546412736339057e-06,1.239042151219994561e-05,-1.617869202606407944e-02,-2.224854367336945868e-04
-1.795423741649564879e-04,1.745464639435520843e-06,1.250611428816277745e-05,-1.617896768974397270e-02,-2.251357640642593771e-04
-1.802861320882631938e-04,1.766415068471247164e-06,1.262123054692066554e-05,-1.617920266560072401e-02,-2.277893990240228593e-04
-1.810300089088160607e-04,1.787397341326461765e-06,1.273582207642557999e-05,-1.617940101860192853e-02,-2.304463419991568951e-04
-1.817740351120658950e-04,1.808411125198313213e-06,1.284993737781428406e-05,-1.617956640970475216e-02,-2.331065937361536267e-04
-1.825182381747353355e-04,1.829456111559263614e-06,1.296362183928604131e-05,-1.617970213573937180e-02,-2.357701553056937077e-04
-1.832626428618278254e-04,1.850532014764064576e-06,1.307691790528802270e-05,-1.617981116537544131e-02,-2.384370280701546068e-04
-1.840072714945560053e-04,1.871638570716356883e-06,1.318986524058059771e-05,-1.617989617155444690e-02,-2.411072136544109297e-04
-1.847521441918702721e-04,1.892775535586205021e-06,1.330250088862847383e-05,-1.617995956073412650e-02,-2.437807139194704434e-04
-1.854972790883013681e-04,1.913942684584876931e-06,1.341485942404876990e-05,-1.618000349925673501e-02,-2.464575309387895719e-04
-1.862426925303085001e-04,1.935139810800740586e-06,1.352697309890261342e-05,-1.618002993712305132e-02,-2.491376669773546636e-04
-1.869883992533829511e-04,1.956366724085594389e-06,1.363887198263698083e-05,-1.618004062942604918e-02,-2.518211244723278985e-04
-1.877344125416351866e-04,1.977623249996548533e-06,1.375058409570528337e-05,-1.618003715567384662e-02,-2.545079060158552298e-04
-1.884807443717243457e-04,1.998909228796350363e-06,1.386213553684032187e-05,-1.618002093720848425e-02,-2.571980143397504560e-04
-1.892274055425809175e-04,2.020224514506286770e-06,1.397355060403001577e-05,-1.617999325290774351e-02,-2.598914523016447012e-04
-1.899744057923388935e-04,2.041568974008237363e-06,1.408485190932035756e-05,-1.617995525333792636e-02,-2.625882228724748298e-04
-1.907217539037331215e-04,2.062942486198952303e-06,1.419606048751404295e-05,-1.617990797351014781e-02,-2.652883291252935592e-04
-1.914694577991024116e-04,2.084344941193204792e-06,1.430719589902509213e-05,-1.617985234437693126e-02,-2.679917742252796204e-04
-1.922175246259922590e-04,2.105776239571797336e-06,1.441827632695935245e-05,-1.617978920319288957e-02,-2.706985614205957113e-04
-1.929659608343305491e-04,2.127236291675564866e-06,1.452931866871678841e-05,-1.617971930285131560e-02,-2.734086940343139014e-04
-1.937147722459264083e-04,2.148725016943158029e-06,1.464033862224659666e-05,-1.617964332029714000e-02,-2.761221754573349777e-04
-1.944639641171589089e-04,2.170242343284731355e-06,1.475135076720556785e-05,-1.617956186410720101e-02,-2.788390091413607010e-04
-1.952135411953620058e-04,2.191788206501864181e-06,1.486236864123652406e-05,-1.617947548131983340e-02,-2.815591985935630005e-04
-1.959635077697597857e-04,2.213362549737873532e-06,1.497340481159567111e-05,-1.617938466358755795e-02,-2.842827473710218540e-04
-1.967138677172211808e-04,2.234965322966017762e-06,1.508447094229282437e-05,-1.617928985271967907e-02,-2.870096590760023406e-04
-1.974646245435620815e-04,2.256596482510974605e-06,1.519557785706258756e-05,-1.617919144567481898e-02,-2.897399373518276251e-04
-1.982157814207100520e-04,2.278255990600318170e-06,1.530673559828499788e-05,-1.617908979905768180e-02,-2.924735858789166872e-04
-1.989673412201995101e-04,2.299943814945836063e-06,1.541795348211457735e-05,-1.617898523316894585e-02,-2.952106083714024234e-04
-1.997193065433070175e-04,2.321659928354597269e-06,1.552924015007950978e-05,-1.617887803565240187e-02,-2.979510085742098310e-04
-2.004716797482269160e-04,2.343404308363703073e-06,1.564060361719692892e-05,-1.617876846477907249e-02,-3.006947902601856369e-04
-2.012244629745212521e-04,2.365176936900196133e-06,1.575205131694170109e-05,-1.617865675240429124e-02,-3.034419572275777986e-04
-2.019776581651420641e-04,2.386977799965686818e-06,1.586359014320366014e-05,-1.617854310662994108e-02,-3.061925132979631059e-04
-2.027312670862463427e-04,2.408806887340683658e-06,1.597522648937374292e-05,-1.617842771420117953e-02,-3.089464623140486901e-04
-2.034852913450424321e-04,2.430664192311645015e-06,1.608696628481971484e-05,-1.617831074266378594e-02,-3.117038081382301432e-04
-2.042397324058503984e-04,2.452549711415463558e-06,1.619881502880555344e-05,-1.617819234230596925e-02,-3.144645546507469111e-04
-2.049945916045633077e-04,2.474463444202128468e-06,1.631077782210914526e-05,-1.617807264790586952e-02,-3.172287057483208603e-04
-2.057498701616709879e-04,2.496405393013354231e-06,1.642285939640626878e-05,-1.617795178030422346e-02,-3.199962653428410327e-04
-2.065055691939513059e-04,2.518375562779331692e-06,1.653506414160757306e-05,-1.617782984781934719e-02,-3.227672373603046509e-04
-2.072616897250165549e-04,2.540373960827195271e-06,1.664739613126381656e-05,-1.617770694752021163e-02,-3.255416257396533358e-04
-2.080182326947728737e-04,2.562400596706039086e-06,1.675985914619323116e-05,-1.617758316637173122e-02,-3.283194344320486424e-04
-2.087751989679875319e-04,2.584455482021188177e-06,1.687245669638697321e-05,-1.617745858226484618e-02,-3.311006673998658661e-04
-2.095325893419117103e-04,2.606538630284094109e-06,1.698519204137556663e-05,-1.617733326494306262e-02,-3.338853286161846848e-04
-2.102904045532148422e-04,2.628650056770494641e-06,1.709806820910074273e-05,-1.617720727683563328e-02,-3.366734220638025344e-04
-2.110486452841676009e-04,2.650789778389532741e-06,1.721108801347014382e-05,-1.617708067380669440e-02,-3.394649517350700817e-04
-2.118073121682139944e-04,2.672957813564380841e-06,1.732425407055751616e-05,-1.617695350582879638e-02,-3.422599216309773497e-04
-2.125664057950143689e-04,2.695154182117882495e-06,1.743756881368981683e-05,-1.617682581758837085e-02,-3.450583357609445759e-04
-2.133259267149250347e-04,2.717378905170597567e-06,1.755103450738775992e-05,-1.617669764902989610e-02,-3.478601981421948377e-04
-2.140858754430712875e-04,2.739632005043472215e-06,1.766465326032045025e-05,-1.617656903584497111e-02,-3.506655127996290990e-04
-2.148462524629545227e-04,2.761913505170526310e-06,1.777842703723665893e-05,-1.617644000991172101e-02,-3.534742837653014015e-04
-2.156070582297760468e-04,2.784223430014310232e-06,1.789235767007810911e-05,-1.617631059968957855e-02,-3.562865150781409297e-04
-2.163682931733190218e-04,2.806561804992470925e-06,1.800644686821149169e-05,-1.617618083057391354e-02,-3.591022107837718710e-04
-2.171299577006349020e-04,2.828928656405457211e-06,1.812069622795335418e-05,-1.617605072521454898e-02,-3.619213749342258305e-04
1.317633729475680565e-04,2.409633182264719462e-06,5.603806507190706529e-06,-1.651140349113077582e-02,-3.484878676109318552e-04
7.641389361904271909e-04,1.440195709421918325e-06,-2.546844280320441988e-05,-1.704099182601238188e-02,-2.951479345296839423e-04
1.595588736856693498e-03,-1.589691830207427791e-07,-7.802395985300118026e-05,-1.759412656015964249e-02,-1.821490689204482809e-04
2.519415879830846743e-03,-1.211754783959505761e-06,-1.411888267898402495e-04,-1.794977142067742323e-02,-2.262178561494086100e-05
3.637927099879940257e-03,8.186242222573339371e-06,7.291779179213717945e-05,-1.831007266795410884e-02,-5.893331038878299151e-04
5.015897284146870160e-03,5.561473467684219265e-06,1.215501863715713875e-04,-1.879793163474268933e-02,-8.709272748158863745e-04
6.518649740679930207e-03,2.326521626178426616e-06,9.689938105405066719e-05,-1.915715118321048571e-02,-1.000549160599998461e-03
8.080466016279671745e-03,-4.702119013259484825e-07,3.756960933783074760e-05,-1.925069046183982419e-02,-1.040845831562992605e-03
9.996119473129257485e-03,-2.287419401590906147e-06,-2.512484645705290976e-05,-1.964728461344971908e-02,-1.052853758051605073e-03
1.208113357129785709e-02,-4.174805025055561283e-06,-9.128707304203099624e-05,-2.000814157000565391e-02,-1.034954290677837742e-03
1.420809155519626478e-02,-5.903722978820484430e-06,-1.585111763468339868e-04,-2.012106184322010743e-02,-1.029386839557080947e-03
1.633645756919340289e-02,-9.491304567914082618e-06,3.246496980136923528e-05,-2.009199685973444074e-02,-1.032775830227330776e-03
1.846954466003511083e-02,-1.209541735729827124e-05,8.791887324401689938e-05,-2.005687305747002810e-02,-1.034480915242079122e-03
2.060381379966340701e-02,-1.419917544822165605e-05,7.321692660752414730e-05,-1.991570130103003516e-02,-1.031956146253436334e-03
2.273705724450143795e-02,-1.602784132084449106e-05,2.216670612989079701e-05,-1.958179770462625119e-02,-1.025696936953414363e-03
2.487144274867018889e-02,-1.771312895834684399e-05,-4.335488938212919409e-05,-1.934228116543162262e-02,-1.028987199806444914e-03
2.732043509697250350e-02,-2.037932893292676012e-05,-1.213660537576247112e-04,-1.939213088280299091e-02,-9.734290520096117259e-04
2.980898062963541206e-02,-2.414484065079911917e-05,-2.203966748265339900e-04,-1.916607180819368539e-02,-8.287077216322280733e-04
3.271747715739106027e-02,-2.806763808578881762e-05,-3.279428687462405934e-04,-1.937641304789141164e-02,-6.082084642600315161e-04
3.593433352056119023e-02,-1.041701489947574570e-05,4.537511771516454577e-05,-1.985280047418130564e-02,-1.600335179141655108e-03
3.917533178902835728e-02,-3.720845762534862641e-05,1.075543610748092737e-04,-2.002262477108112879e-02,-2.090522498557507384e-03
4.271103649289156867e-02,-6.193500723750990349e-05,2.145935870931474636e-05,-2.038815823914766692e-02,-2.215112983209660373e-03
4.661421740226519977e-02,-8.338980700087687381e-05,-1.343331844357463143e-04,-2.110694800033518018e-02,-2.096872302078256999e-03
5.080139406197400204e-02,-1.013287615376475340e-04,-3.151685661795969144e-04,-2.201841752803806312e-02,-1.814026998210946677e-03
5.523432252188811148e-02,-1.159281667538540709e-04,-4.992106707417525444e-04,-2.304490896342604664e-02,-1.407737223491066633e-03
5.992698421833407563e-02,-1.249531306274223120e-04,-6.357623145721792886e-04,-2.422665118857404362e-02,-8.410580093892359131e-04
6.480294427355298703e-02,-1.296136472741276822e-04,-7.147014758100841362e-04,-2.537950778526564671e-02,-2.481780500901542411e-05
6.987358502782396730e-02,-1.327718153323181600e-04,-7.695802724252698030e-04,-2.654196132835416957e-02,1.077287891835260495e-03
7.515168347503876911e-02,-1.251583527013958095e-04,-6.839449542504798729e-04,-2.777989443022408841e-02,2.183728262040838478e-03
